word_LOWERCASE	Word_CASE_SENSITIVE	FREQcount|f	CDcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	len|f	MRC_Imag|f	NumMeanings	NumSenses	SingleWordOrPhrase	transitive_verb	intransitive_verb	adjective	noun	verb	plural_noun	adverb	suffix	interjection	prefix	preposition	abbreviation	NONE_EMPTYLINEINOTHERFILE	conjunction	pronoun	indefinite_article	auxiliary_verb	plural_pronoun	imperative_verb	definite_article	SouthFloridaAssociation_target	posBigram_PythonFromSubtl	coltN_py_fromSUBTL	wordNetNumSenses	LevenshteinDistance_subtl	nPhon_Nwatch	nSyll_Nwatch
pitch	pitch	792	474	744	454	15.53	2.8993	5.65	2.6767	5	N/A	2	23	singleword.	7	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pitch	255	14	22	1.15	3	1
bop	bop	94	38	64	30	1.84	1.9777	0.45	1.5911	3	N/A	2	3	singleword.	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	28	27	4	1	3	1
peaked	peaked	62	56	61	56	1.22	1.7993	0.67	1.7559	6	N/A	2	2	singleword.	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	1539	6	2	1.7	4	1
spear	spear	232	108	173	98	4.55	2.3674	1.29	2.0374	5	545	2	6	singleword.	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	200	5	4	1.55	4	1
steer	steer	305	237	260	210	5.98	2.4857	2.83	2.3766	5	N/A	2	6	singleword.	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	steer	487	7	5	1.45	4	1
glare	glare	82	72	80	71	1.61	1.9191	0.86	1.8633	5	536	2	7	singleword.	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	glare	289	7	6	1.45	4	1
stir	stir	301	250	274	234	5.9	2.48	2.98	2.3997	4	N/A	2	11	singleword.	5	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stir	42	5	11	1.5	4	1
stole	stole	2711	1705	2628	1672	53.16	3.4333	20.33	3.232	5	441	2	3	singleword.	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	259	8	1	1.35	4	1
sperm	sperm	318	161	300	152	6.24	2.5038	1.92	2.2095	5	548	2	4	singleword.	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	145	0	1	1.85	4	1
brook	brook	104	70	70	48	2.04	2.0212	0.83	1.8513	5	597	2	2	singleword.	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brook	233	4	2	1.65	4	1
gram	gram	132	93	102	73	2.59	2.1239	1.11	1.9731	4	N/A	2	2	singleword.	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	117	16	2	1	4	1
stove	stove	387	282	377	275	7.59	2.5888	3.36	2.4518	5	592	2	3	singleword.	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stove	210	8	2	1.4	4	1
mule	mule	358	213	323	202	7.02	2.5551	2.54	2.3304	4	608	2	4	singleword.	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mule	121	11	2	1.35	4	1
spoke	spoke	1970	1505	1945	1490	38.63	3.2947	17.94	3.1778	5	466	2	4	singleword.	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	152	6	2	1.45	4	1
clock	clock	2990	1639	2893	1608	58.63	3.4758	19.54	3.2148	5	614	2	4	singleword.	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	clock	227	8	2	1.4	4	1
quail	quail	68	40	54	31	1.33	1.8388	0.48	1.6128	5	505	2	2	singleword.	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	quail	123	0	3	1.85	4	1
rand	Rand	120	45	9	5	2.35	2.0828	0.54	1.6628	4	N/A	2	2	singleword.	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	170	17	3	1	4	1
bride	bride	1235	638	1148	612	24.22	3.092	7.61	2.8055	5	N/A	2	2	singleword.	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bride	247	4	3	1.45	4	1
bleak	bleak	55	52	54	51	1.08	1.7482	0.62	1.7243	5	435	2	3	singleword.	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	179	2	3	1.8	4	1
twit	twit	71	65	68	62	1.39	1.8573	0.77	1.8195	4	N/A	2	3	singleword.	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	52	5	3	1.4	4	1
hind	hind	125	56	64	50	2.45	2.1004	0.67	1.7559	4	424	2	3	singleword.	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	155	13	3	1.05	4	1
skate	skate	301	123	277	122	5.9	2.48	1.47	2.0934	5	563	2	3	singleword.	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	skate	161	4	3	1.6	4	1
tend	tend	626	543	609	531	12.27	2.7973	6.47	2.7356	4	N/A	2	4	singleword.	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tend	125	12	3	1.1	4	1
drove	drove	1472	1101	1413	1076	28.86	3.1682	13.13	3.0422	5	353	2	5	singleword.	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	drove	225	6	3	1.5	4	1
prune	prune	75	62	62	52	1.47	1.8808	0.74	1.7993	5	578	2	6	singleword.	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	prune	211	2	3	1.7	4	1
junk	junk	784	570	742	552	15.37	2.8949	6.8	2.7566	4	N/A	2	6	singleword.	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	junk	114	11	3	1.3	4	1
freak	freak	1874	1198	1741	1148	36.75	3.273	14.28	3.0788	5	N/A	2	6	singleword.	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	freak	202	4	3	1.7	4	1
mast	mast	83	57	70	49	1.63	1.9243	0.68	1.7634	4	558	2	3	singleword.	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	184	24	4	1	4	1
deuce	deuce	146	84	82	62	2.86	2.1673	1	1.9294	5	N/A	2	3	singleword.	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	136	1	4	1.75	4	1
plight	plight	63	52	62	51	1.24	1.8062	0.62	1.7243	6	N/A	2	4	singleword.	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	214	4	4	1.75	4	1
dent	dent	180	125	131	112	3.53	2.2577	1.49	2.1004	4	486	2	4	singleword.	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dent	153	21	4	1	4	1
frog	frog	603	271	504	245	11.82	2.781	3.23	2.4346	4	617	2	5	singleword.	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frog	67	9	4	1.35	4	1
funk	funk	161	78	129	69	3.16	2.2095	0.93	1.8976	4	N/A	2	6	singleword.	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	114	13	4	1.15	4	1
prop	prop	188	140	167	127	3.69	2.2765	1.67	2.1492	4	450	3	6	singleword.	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	86	17	4	1	4	1
spade	Spade	118	57	55	38	2.31	2.0755	0.68	1.7634	5	578	2	7	singleword.	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	spade	174	8	4	1.45	4	1
tram	tram	70	40	63	33	1.37	1.8513	0.48	1.6128	4	N/A	3	7	singleword.	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	115	10	4	1.25	4	1
wax	wax	461	277	394	266	9.04	2.6646	3.3	2.444	3	547	2	8	singleword.	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wax	21	19	4	1	4	1
swarm	swarm	68	58	60	53	1.33	1.8388	0.69	1.7709	5	488	2	9	singleword.	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	157	0	4	1.85	4	1
fluke	fluke	89	65	80	61	1.75	1.9542	0.77	1.8195	5	N/A	3	4	singleword.	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	143	3	5	1.7	4	1
frail	frail	81	70	77	69	1.59	1.9138	0.83	1.8513	5	430	2	5	singleword.	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	frail	247	4	5	1.7	4	1
limp	limp	187	152	183	149	3.67	2.2742	1.81	2.1847	4	512	2	5	singleword.	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	limp	103	12	5	1.1	4	1
quack	quack	236	86	155	74	4.63	2.3747	1.03	1.9395	5	446	2	6	singleword.	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	quack	173	2	5	1.8	4	1
truck	truck	3716	1555	3571	1537	72.86	3.5702	18.54	3.192	5	621	2	12	singleword.	2	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	truck	194	4	3	1.6	4	1
cost	cost	2801	1995	2688	1944	54.92	3.4475	23.78	3.3002	4	401	2	12	singleword.	4	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cost	170	17	5	1	4	1
raft	raft	240	131	224	122	4.71	2.382	1.56	2.1206	4	N/A	2	7	singleword.	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	raft	85	10	5	1.1	4	1
slug	slug	253	189	228	177	4.96	2.4048	2.25	2.2788	4	N/A	2	7	singleword.	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	slug	60	11	5	1.3	4	1
scarf	scarf	239	165	235	163	4.69	2.3802	1.97	2.2201	5	N/A	3	8	singleword.	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scarf	161	5	5	1.55	4	1
sling	sling	117	103	104	92	2.29	2.0719	1.23	2.017	5	N/A	2	6	singleword.	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sling	303	10	6	1.35	4	1
brake	brake	305	196	252	173	5.98	2.4857	2.34	2.2945	5	511	3	7	singleword.	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brake	260	5	6	1.45	4	1
paste	paste	87	71	81	65	1.71	1.9445	0.85	1.8573	5	529	2	8	singleword.	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	paste	320	12	6	1.1	4	1
steep	steep	125	109	122	107	2.45	2.1004	1.3	2.0414	5	N/A	2	8	singleword.	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	steep	214	8	6	1.45	4	1
toast	toast	1707	1104	1614	1063	33.47	3.2325	13.16	3.0434	5	594	2	9	singleword.	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	toast	241	3	6	1.7	4	1
stern	Stern	327	154	140	106	6.41	2.5159	1.84	2.1903	5	424	2	3	singleword.	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stern	198	3	7	1.65	4	1
wound	wound	1353	937	1316	926	26.53	3.1316	11.17	2.9722	5	570	2	5	singleword.	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wound	197	8	7	1.55	4	1
list	list	4110	2176	4045	2151	80.59	3.6139	25.94	3.3379	4	N/A	2	5	singleword.	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	list	139	16	7	1	4	1
cube	cube	152	91	121	70	2.98	2.1847	1.08	1.9638	4	575	2	6	singleword.	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	cube	65	9	7	1.3	4	1
mint	mint	277	204	201	159	5.43	2.444	2.43	2.3118	4	N/A	2	7	singleword.	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mint	191	25	7	1	4	1
pulse	pulse	1200	530	823	474	23.53	3.0795	6.32	2.7251	5	N/A	2	7	singleword.	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	208	1	7	1.75	4	1
drone	drone	144	54	133	53	2.82	2.1614	0.64	1.7404	5	N/A	2	8	singleword.	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	270	6	7	1.6	4	1
bluff	bluff	317	215	257	198	6.22	2.5024	2.56	2.3345	5	N/A	2	8	singleword.	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bluff	147	1	7	1.8	4	1
fleet	fleet	540	217	454	192	10.59	2.7332	2.59	2.3385	5	510	2	8	singleword.	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fleet	229	4	7	1.65	4	1
plot	plot	591	410	557	393	11.59	2.7723	4.89	2.6138	4	420	2	8	singleword.	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	plot	74	9	7	1.3	4	1
pink	pink	1452	812	1139	711	28.47	3.1623	9.68	2.9101	4	N/A	2	8	singleword.	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pink	182	24	7	1	4	1
snuff	snuff	102	61	82	53	2	2.0128	0.73	1.7924	5	N/A	2	9	singleword.	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	75	3	7	1.7	4	1
flock	flock	237	162	221	154	4.65	2.3766	1.93	2.2122	5	516	2	9	singleword.	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	223	6	7	1.6	4	1
slam	slam	296	239	246	220	5.8	2.4728	2.85	2.3802	4	N/A	2	7	singleword.	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	105	20	8	1	4	1
tense	tense	522	386	504	381	10.24	2.7185	4.6	2.5877	5	422	2	7	singleword.	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tense	251	6	8	1.45	4	1
halt	Halt	575	369	207	164	11.27	2.7604	4.4	2.5682	4	417	2	7	singleword.	1	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	halt	152	15	8	1	4	1
gloss	gloss	74	65	74	65	1.45	1.8751	0.77	1.8195	5	N/A	2	8	singleword.	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	175	5	8	1.6	4	1
rent	rent	1762	1062	1690	1029	34.55	3.2463	12.66	3.0265	4	469	2	8	singleword.	2	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	rent	142	21	8	1	4	1
grate	grate	52	42	49	41	1.02	1.7243	0.5	1.6335	5	424	2	9	singleword.	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	grate	337	12	8	1	4	1
stalk	stalk	86	79	81	75	1.69	1.9395	0.94	1.9031	5	440	2	9	singleword.	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stalk	195	5	8	1.65	4	1
stoop	stoop	125	113	113	105	2.45	2.1004	1.35	2.0569	5	N/A	3	9	singleword.	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	210	10	8	1.4	4	1
bunk	bunk	320	235	302	222	6.27	2.5065	2.8	2.3729	4	N/A	2	4	singleword.	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	134	18	9	1	4	1
bent	bent	368	301	317	285	7.22	2.567	3.59	2.48	4	N/A	2	7	singleword.	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bent	152	27	9	1	4	1
slick	slick	350	263	240	218	6.86	2.5453	3.14	2.4216	5	N/A	2	7	singleword.	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	slick	234	10	10	1.35	4	1
spat	spat	79	72	75	69	1.55	1.9031	0.86	1.8633	4	N/A	4	7	singleword.	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	68	13	10	1	4	1
troll	troll	138	54	107	48	2.71	2.143	0.64	1.7404	5	N/A	2	5	singleword.	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	242	2	11	1.7	4	1
host	host	766	511	698	481	15.02	2.8848	6.09	2.7093	4	N/A	3	6	singleword.	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	145	12	11	1.05	4	1
crab	crab	352	188	241	150	6.9	2.5478	2.24	2.2765	4	589	2	9	singleword.	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	crab	90	9	11	1.4	4	1
bridge	bridge	2331	1046	1847	889	45.71	3.3677	12.47	3.0199	6	608	2	7	singleword.	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bridge	355	2	12	1.6	4	1
flight	flight	3044	1358	2524	1255	59.69	3.4836	16.19	3.1332	6	N/A	2	7	singleword.	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flight	246	5	12	1.55	4	1
flag	flag	892	497	781	454	17.49	2.9509	5.93	2.6972	4	607	4	8	singleword.	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	flag	87	14	12	1.1	4	1
camp	camp	2612	1094	2309	1016	51.22	3.4171	13.04	3.0394	4	588	2	9	singleword.	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	camp	128	11	12	1	4	1
test	test	4288	2095	4126	2053	84.08	3.6324	24.98	3.3214	4	528	2	7	singleword.	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	test	116	17	13	1	4	1
band	band	2724	1122	2485	1057	53.41	3.4354	13.38	3.0504	4	579	2	7	singleword.	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	band	178	19	14	1	4	1
cant	cant	119	47	112	45	2.33	2.0792	0.56	1.6812	4	N/A	2	11	singleword.	2	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	191	19	6	1	4	1
vault	vault	614	237	588	231	12.04	2.7889	2.83	2.3766	5	550	2	11	singleword.	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vault	114	4	6	1.75	4	1
span	span	101	86	95	81	1.98	2.0086	1.03	1.9395	4	381	2	10	singleword.	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	span	77	10	7	1.1	4	1
stud	stud	354	269	321	250	6.94	2.5502	3.21	2.4314	4	N/A	2	11	singleword.	2	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stud	38	5	7	1.55	4	1
spit	spit	987	742	803	627	19.35	2.9948	8.85	2.871	4	N/A	2	10	singleword.	4	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	spit	64	12	8	1	4	1
staff	staff	1632	987	1457	923	32	3.213	11.77	2.9948	5	478	2	10	singleword.	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	staff	188	3	8	1.8	4	1
grave	grave	1340	881	1285	868	26.27	3.1274	10.5	2.9455	5	619	4	12	singleword.	2	0	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	grave	288	9	8	1.15	4	1
spill	spill	432	356	353	302	8.47	2.6365	4.24	2.5527	5	N/A	2	11	singleword.	4	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	spill	214	8	9	1.45	4	1
spray	spray	492	342	459	320	9.65	2.6928	4.08	2.5353	5	559	2	10	singleword.	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	spray	162	3	9	1.65	4	1
plane	plane	4872	1691	4782	1671	95.53	3.6878	20.16	3.2284	5	556	2	10	singleword.	1	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	plane	299	6	9	1.35	4	1
stake	stake	847	666	819	652	16.61	2.9284	7.94	2.8241	5	506	2	12	singleword.	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	stake	202	11	9	1.25	4	1
drill	drill	701	466	658	450	13.75	2.8463	5.56	2.6693	5	571	3	18	singleword.	7	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	drill	274	7	9	1.5	4	1
blaze	blaze	107	77	88	72	2.1	2.0334	0.92	1.8921	5	N/A	3	11	singleword.	3	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	blaze	184	6	10	1.4	4	1
spell	spell	1869	884	1798	855	36.65	3.2718	10.54	2.9469	5	429	3	11	singleword.	4	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	spell	178	9	10	1.4	4	1
bust	bust	1406	928	1312	893	27.57	3.1483	11.06	2.968	4	N/A	2	12	singleword.	5	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N/A	132	16	10	1	4	1
